frame_no,person_id,confidence,x1,y1,x2,y2
875,1,0.69,617,416,659,532
875,2,0.56,676,296,708,380
876,1,0.76,617,413,658,534
876,2,0.73,681,297,709,375
877,1,0.54,614,410,658,532
877,2,0.61,681,295,713,379
878,1,0.74,613,408,657,521
878,2,0.69,682,294,714,381
879,1,0.83,611,408,654,518
879,2,0.63,680,290,717,383
880,1,0.83,610,408,653,520
880,2,0.55,680,288,717,382
881,1,0.79,609,406,652,524
881,2,0.67,679,287,717,379
882,1,0.77,606,405,650,528
882,2,0.65,680,287,715,377
883,1,0.78,603,404,647,532
883,2,0.62,676,287,713,381
884,1,0.77,603,404,644,534
884,2,0.74,678,286,714,385
885,1,0.73,602,403,643,531
885,2,0.58,680,287,715,361
886,1,0.8,602,403,644,525
886,2,0.58,675,288,718,387
887,1,0.74,599,405,647,521
887,2,0.53,679,291,720,367
888,1,0.73,597,406,649,523
888,2,0.56,682,295,720,358
889,1,0.74,594,406,646,527
889,2,0.55,683,297,722,355
890,1,0.72,593,405,641,531
890,2,0.58,686,301,724,356
891,1,0.77,591,404,637,535
891,2,0.62,688,302,727,355
892,1,0.76,587,405,634,538
892,2,0.56,687,302,729,357
893,1,0.78,584,405,633,530
893,2,0.67,685,303,730,378
894,1,0.63,581,407,631,525
894,2,0.56,681,301,733,392
895,1,0.77,579,409,628,524
895,2,0.71,680,299,733,397
896,1,0.79,578,408,626,530
896,2,0.55,678,296,733,400
897,1,0.5,576,406,623,507
897,2,0.73,682,296,731,400
898,1,0.58,571,401,619,524
898,2,0.68,683,295,729,400
899,1,0.71,566,400,617,499
899,2,0.33,683,295,727,404
900,1,0.61,573,402,617,501
900,2,0.74,686,293,726,396
901,1,0.61,574,405,618,509
901,2,0.63,681,290,730,406
902,1,0.51,574,406,620,519
902,2,0.56,684,289,732,400
903,1,0.84,576,404,620,500
903,2,0.72,686,289,734,397
904,1,0.5,574,399,623,491
904,2,0.76,688,289,736,398
905,1,0.83,573,393,624,486
905,2,0.78,692,288,738,399
906,1,0.74,570,392,623,483
906,2,0.66,694,286,741,400
907,1,0.76,570,392,621,492
907,2,0.56,700,283,744,396
908,1,0.76,572,392,619,482
908,2,0.62,703,281,745,389
909,1,0.59,574,392,617,477
909,2,0.52,706,281,745,388
910,1,0.69,570,387,618,508
910,2,0.71,709,282,746,360
911,1,0.64,570,385,627,509
911,2,0.51,705,279,747,382
912,1,0.65,572,382,629,516
912,2,0.52,699,278,750,396
913,1,0.68,574,382,625,513
913,2,0.35,695,278,753,404
914,1,0.56,576,383,623,491
914,44,0.66,717,282,753,346
915,1,0.8,578,384,623,506
915,2,0.47,713,281,756,394
916,1,0.78,577,385,625,516
916,2,0.62,718,284,757,391
917,1,0.68,576,386,626,524
917,2,0.36,716,282,760,397
918,1,0.82,573,383,625,533
918,2,0.59,720,283,764,367
919,1,0.82,568,380,624,543
919,2,0.49,721,284,770,368
920,1,0.64,567,378,623,530
920,2,0.47,719,285,763,358
921,1,0.72,563,378,619,497
921,2,0.54,716,285,762,361
922,1,0.73,556,378,615,505
922,2,0.46,710,286,765,382
923,1,0.83,548,378,612,516
923,2,0.55,710,286,766,391
924,1,0.72,553,377,615,524
924,2,0.33,711,286,768,383
925,1,0.55,552,374,613,531
925,2,0.58,717,286,769,375
926,1,0.57,551,374,613,534
926,2,0.46,723,288,771,361
927,1,0.76,553,376,613,528
927,2,0.62,725,290,772,373
928,1,0.8,564,379,614,531
928,2,0.51,726,289,773,382
929,1,0.81,566,382,624,536
929,2,0.34,724,289,774,388
930,1,0.77,569,383,636,540
931,1,0.72,568,378,629,532
931,2,0.38,723,284,777,395
932,1,0.75,567,374,629,539
932,2,0.62,719,282,777,399
933,1,0.66,568,374,628,524
933,2,0.63,728,281,778,373
934,1,0.82,569,373,628,526
934,2,0.7,733,281,781,359
935,1,0.52,568,373,625,496
935,2,0.68,728,279,784,389
936,1,0.8,564,371,619,518
936,2,0.48,731,278,788,393
937,1,0.6,562,369,616,524
937,2,0.58,733,278,789,394
938,1,0.81,556,365,617,526
938,2,0.72,734,278,789,397
939,1,0.57,557,363,617,530
939,2,0.76,735,279,790,400
940,1,0.81,564,364,616,519
940,2,0.79,738,278,791,400
941,1,0.8,567,365,620,515
941,2,0.81,742,275,794,407
942,1,0.79,568,363,626,517
942,2,0.79,737,273,796,412
943,1,0.79,568,359,627,488
943,2,0.75,738,272,797,415
944,1,0.77,567,351,628,503
944,2,0.68,747,274,797,379
945,1,0.56,568,347,631,475
945,2,0.62,753,275,799,392
946,1,0.85,567,346,629,463
946,2,0.77,748,273,801,404
947,1,0.53,561,343,630,488
947,2,0.81,745,270,803,405
948,1,0.65,566,342,627,474
948,2,0.74,742,269,806,404
949,1,0.67,569,339,621,456
949,2,0.73,747,269,808,400
950,1,0.61,568,334,624,472
950,2,0.8,748,269,808,398
951,1,0.49,572,326,630,463
951,2,0.8,755,266,810,401
952,1,0.81,569,322,629,463
952,2,0.83,759,261,812,397
953,1,0.68,563,317,630,467
953,2,0.81,759,257,814,396
954,1,0.55,567,316,629,453
954,2,0.81,762,256,814,393
955,1,0.86,570,313,627,447
955,2,0.82,764,256,813,393
956,1,0.83,573,310,635,456
956,2,0.73,764,255,815,394
957,1,0.77,571,305,645,454
957,2,0.78,761,252,812,389
958,1,0.84,565,299,648,462
958,2,0.81,757,248,816,387
959,1,0.87,557,293,646,466
959,2,0.83,753,246,816,388
960,1,0.87,557,289,645,465
960,2,0.7,750,246,814,383
961,1,0.75,564,288,636,456
961,2,0.71,757,247,816,379
962,1,0.8,571,286,625,444
962,2,0.79,754,244,812,384
963,1,0.77,571,285,623,441
963,2,0.77,755,241,809,384
964,1,0.85,565,281,624,439
964,2,0.81,753,239,804,380
965,1,0.85,556,277,625,444
965,2,0.85,750,238,799,383
966,1,0.86,550,277,623,444
966,2,0.82,749,238,791,362
967,1,0.81,549,280,619,440
967,2,0.79,745,238,786,363
968,1,0.84,557,283,627,437
968,2,0.77,738,235,780,366
969,1,0.83,562,286,636,442
969,2,0.78,731,232,777,367
970,1,0.87,561,285,641,449
970,2,0.72,726,232,773,374
971,1,0.87,556,283,639,454
971,2,0.83,721,233,770,373
972,1,0.86,558,281,635,451
972,2,0.75,718,235,768,372
973,1,0.86,564,286,635,445
973,2,0.84,712,236,761,367
974,1,0.85,572,290,636,450
974,2,0.82,709,235,763,368
975,1,0.84,576,294,635,456
975,2,0.75,705,236,754,371
976,1,0.85,577,296,642,460
976,2,0.78,701,241,748,375
977,1,0.81,574,298,645,469
977,2,0.8,698,245,742,373
978,1,0.8,577,302,644,466
978,2,0.76,692,250,735,376
979,1,0.8,584,307,650,469
979,2,0.79,687,252,731,377
980,1,0.85,592,314,659,478
980,2,0.78,683,255,727,379
981,1,0.79,597,320,665,471
981,2,0.84,678,261,727,391
982,1,0.87,599,322,664,487
982,2,0.79,677,266,723,399
983,1,0.86,602,325,661,496
983,2,0.81,674,269,720,401
984,1,0.82,604,327,661,503
984,2,0.78,672,272,717,399
985,1,0.63,606,333,661,505
985,2,0.76,668,273,712,396
986,1,0.82,608,337,664,508
986,2,0.81,666,276,709,394
987,1,0.83,611,340,665,508
987,2,0.79,662,279,705,399
988,1,0.83,612,339,668,506
988,2,0.81,657,282,702,402
989,1,0.8,613,340,678,509
989,2,0.77,652,285,699,404
990,1,0.84,618,341,680,500
990,2,0.8,653,287,696,402
991,1,0.81,620,345,688,505
991,2,0.81,651,287,694,397
992,1,0.85,624,349,692,504
992,2,0.81,650,288,693,391
993,1,0.85,628,351,693,508
993,2,0.75,651,291,693,389
994,1,0.86,630,350,689,512
994,2,0.78,652,293,693,388
995,1,0.81,631,348,685,519
995,2,0.75,652,294,693,385
996,1,0.76,630,346,685,521
996,2,0.79,652,294,695,384
997,1,0.74,630,347,685,523
997,2,0.82,653,293,696,386
998,1,0.81,628,351,686,515
998,2,0.8,654,294,697,391
999,1,0.85,627,353,687,510
999,2,0.79,653,297,697,391
1000,1,0.86,626,355,688,510
1000,2,0.69,653,300,696,387
1001,1,0.84,625,353,691,516
1001,2,0.64,654,302,696,397
1002,1,0.75,625,353,689,514
1002,2,0.75,655,300,696,405
1003,1,0.82,625,353,688,514
1003,2,0.66,657,300,698,412
1004,1,0.87,623,354,690,522
1004,2,0.75,659,301,699,421
1005,1,0.83,619,355,689,518
1005,2,0.8,660,304,701,426
1006,1,0.84,619,353,688,511
1006,2,0.78,662,306,703,430
1007,1,0.81,619,352,683,509
1007,2,0.78,663,306,704,432
1008,1,0.83,618,350,679,503
1008,2,0.82,663,304,706,432
1009,1,0.83,617,350,677,509
1009,2,0.81,661,303,705,433
1010,1,0.81,615,351,674,513
1010,2,0.81,660,303,704,432
1011,1,0.82,612,352,670,519
1011,2,0.83,658,305,703,432
1012,1,0.83,609,353,666,521
1012,2,0.79,657,306,702,427
1013,1,0.83,605,354,662,521
1013,2,0.81,659,307,702,425
1014,1,0.82,603,355,657,516
1014,2,0.78,660,307,702,431
1015,1,0.85,599,354,656,515
1015,2,0.8,659,307,704,434
1016,1,0.86,594,352,654,515
1016,2,0.76,658,307,706,435
1017,1,0.87,592,351,652,516
1017,2,0.77,662,310,711,427
1018,1,0.85,589,350,649,517
1018,2,0.7,665,314,713,426
1019,1,0.83,587,349,646,510
1019,2,0.81,672,318,716,424
1020,1,0.83,584,349,643,516
1020,2,0.83,673,318,719,426
1021,1,0.81,580,350,641,510
1021,2,0.85,674,317,720,420
1022,1,0.87,577,350,638,521
1022,2,0.86,675,315,723,423
1023,1,0.87,574,352,637,526
1023,2,0.87,675,315,724,425
1024,1,0.86,571,355,634,535
1024,2,0.86,674,318,723,429
1025,1,0.87,568,356,632,539
1025,2,0.84,675,322,722,435
1026,1,0.87,564,357,628,539
1026,2,0.82,680,323,720,437
1027,1,0.87,561,358,624,543
1027,2,0.81,683,321,720,438
1028,1,0.87,557,359,620,539
1028,2,0.83,684,320,720,434
1029,1,0.88,552,359,617,539
1029,2,0.77,684,320,721,436
1030,1,0.87,548,359,614,542
1030,2,0.76,687,321,724,436
1031,1,0.87,545,359,611,545
1031,2,0.74,690,321,726,433
1032,1,0.87,541,359,608,548
1032,2,0.73,690,320,727,432
1033,1,0.89,538,360,604,551
1033,2,0.81,690,317,729,438
1034,1,0.88,535,361,600,554
1034,2,0.82,686,313,731,435
1035,1,0.88,531,361,596,560
1035,2,0.83,684,311,733,435
1036,1,0.89,526,361,590,564
1036,2,0.8,686,310,732,432
1037,1,0.87,521,362,585,568
1037,2,0.8,690,311,731,435
1038,1,0.85,516,364,581,572
1038,2,0.81,692,310,730,436
1039,1,0.85,510,366,575,578
1039,2,0.8,693,306,729,437
1040,1,0.86,505,370,570,587
1040,2,0.8,693,303,731,439
1041,1,0.88,500,374,565,596
1041,2,0.81,693,303,731,432
1042,1,0.86,493,380,560,606
1042,2,0.8,691,305,730,430
1043,1,0.86,488,386,555,615
1043,2,0.8,690,307,730,432
1044,1,0.83,482,393,551,623
1044,2,0.82,687,306,729,436
1045,1,0.85,476,400,548,636
1045,2,0.81,687,305,727,437
1046,1,0.83,472,408,545,646
1046,2,0.78,687,302,726,434
1047,1,0.84,467,417,544,663
1047,2,0.81,685,303,725,433
1048,1,0.85,463,426,539,679
1048,2,0.83,683,307,724,434
1049,1,0.87,460,436,535,690
1049,2,0.81,681,311,722,435
1050,1,0.89,456,448,532,704
1050,2,0.76,678,313,719,434
1051,1,0.86,452,460,528,715
1051,2,0.74,678,312,719,433
1052,1,0.88,447,471,524,720
1052,2,0.74,678,312,720,441
1053,1,0.87,441,483,522,720
1053,2,0.73,677,312,723,436
1054,1,0.88,437,494,517,720
1054,2,0.79,675,315,721,436
1055,1,0.88,430,506,513,720
1055,2,0.68,676,319,719,428
1056,1,0.87,425,519,511,720
1056,2,0.74,677,321,718,419
1057,1,0.89,419,530,506,720
1057,2,0.84,678,319,719,428
1058,1,0.87,412,541,501,720
1058,2,0.86,679,318,718,433
1059,1,0.87,405,552,495,720
1059,2,0.84,678,317,718,436
1060,1,0.88,398,564,489,720
1060,2,0.82,677,320,716,440
1061,1,0.87,391,575,484,720
1061,2,0.82,675,323,715,443
1062,1,0.85,384,587,479,719
1062,2,0.82,672,324,713,444
1063,1,0.86,378,599,475,719
1063,2,0.82,674,323,712,438
1064,1,0.85,371,611,467,718
1064,2,0.79,675,321,710,437
1065,1,0.81,365,623,461,718
1065,2,0.77,674,319,709,435
1066,1,0.74,359,635,452,718
1066,2,0.78,672,321,708,436
1067,1,0.73,356,647,446,719
1067,2,0.78,671,323,707,438
1068,2,0.75,669,324,707,438
1069,2,0.75,668,324,709,441
1070,2,0.74,666,322,705,442
1071,2,0.74,665,321,700,444
1072,2,0.61,663,321,699,444
1073,2,0.59,661,321,698,445
1074,2,0.66,658,323,692,446
1075,2,0.7,655,324,690,444
1076,2,0.71,652,325,687,445
1077,2,0.73,650,326,686,447
1078,2,0.73,648,327,682,449
1079,2,0.69,646,328,680,454
1080,2,0.78,645,329,678,453
1081,2,0.75,643,330,676,456
1082,2,0.77,643,331,675,458
1083,2,0.53,642,332,674,455
1084,2,0.76,643,333,674,458
1085,2,0.75,641,334,674,464
1086,2,0.72,641,335,673,465
1087,2,0.75,640,335,673,466
1088,2,0.74,639,335,673,468
1089,2,0.75,640,336,671,467
1090,2,0.48,641,337,670,467
1091,2,0.29,641,338,669,468
1092,2,0.64,638,339,669,468
1093,2,0.68,638,338,668,469
1094,2,0.68,637,337,667,470
1095,2,0.68,636,337,667,471
1096,2,0.7,636,337,667,470
1097,2,0.7,635,338,666,471
1098,2,0.7,633,338,666,472
1099,2,0.69,632,336,666,473
1100,2,0.65,632,335,665,473
1101,2,0.67,632,336,665,472
1102,2,0.71,632,336,664,470
1103,2,0.7,632,335,664,469
1104,2,0.69,632,333,664,468
1105,2,0.71,632,331,665,468
1106,2,0.69,632,328,664,467
1107,2,0.71,631,325,664,465
1108,2,0.7,630,324,665,466
1109,2,0.72,629,323,665,464
1110,2,0.72,629,322,665,461
1111,2,0.72,628,318,665,460
1112,2,0.74,628,314,665,459
1113,2,0.74,627,312,664,459
1114,2,0.74,627,310,665,456
1115,2,0.74,626,309,666,453
1116,2,0.75,625,309,665,450
1117,2,0.75,624,309,664,448
1118,2,0.74,624,306,663,449
1119,2,0.72,625,305,663,448
1120,2,0.69,626,304,662,446
1121,2,0.7,625,303,662,446
1122,2,0.67,625,302,662,445
1123,2,0.69,628,300,662,443
1124,2,0.7,630,298,662,441
1125,2,0.71,627,298,662,440
1126,2,0.72,627,298,662,440
1127,2,0.73,628,298,661,440
1128,2,0.73,628,298,661,439
1129,2,0.73,628,298,661,439
1130,2,0.72,628,298,661,439
